plot_id,SE2025_B01_mean,SE2025_B02_mean,SE2025_B03_mean,SE2025_B04_mean,SE2025_B05_mean,SE2025_B06_mean,SE2025_B07_mean,SE2025_B08_mean,SE2025_B09_mean,SE2025_B10_mean,SE2025_B11_mean,SE2025_B12_mean,SE2025_B13_mean,SE2025_B14_mean,SE2025_B15_mean,SE2025_B16_mean,SE2025_B17_mean,SE2025_B18_mean,SE2025_B19_mean,SE2025_B20_mean,SE2025_B21_mean,SE2025_B22_mean,SE2025_B23_mean,SE2025_B24_mean,SE2025_B25_mean,SE2025_B26_mean,SE2025_B27_mean,SE2025_B28_mean,SE2025_B29_mean,SE2025_B30_mean,SE2025_B31_mean,SE2025_B32_mean,SE2025_B33_mean,SE2025_B34_mean,SE2025_B35_mean,SE2025_B36_mean,SE2025_B37_mean,SE2025_B38_mean,SE2025_B39_mean,SE2025_B40_mean,SE2025_B41_mean,SE2025_B42_mean,SE2025_B43_mean,SE2025_B44_mean,SE2025_B45_mean,SE2025_B46_mean,SE2025_B47_mean,SE2025_B48_mean,SE2025_B49_mean,SE2025_B50_mean,SE2025_B51_mean,SE2025_B52_mean,SE2025_B53_mean,SE2025_B54_mean,SE2025_B55_mean,SE2025_B56_mean,SE2025_B57_mean,SE2025_B58_mean,SE2025_B59_mean,SE2025_B60_mean,SE2025_B61_mean,SE2025_B62_mean,SE2025_B63_mean,SE2025_B64_mean,SE2025_mean_across_bands,SE2025_std_across_bands,SE2025_min_band_mean,SE2025_max_band_mean,dSE_B01_mean,dSE_B02_mean,dSE_B03_mean,dSE_B04_mean,dSE_B05_mean,dSE_B06_mean,dSE_B07_mean,dSE_B08_mean,dSE_B09_mean,dSE_B10_mean,dSE_B11_mean,dSE_B12_mean,dSE_B13_mean,dSE_B14_mean,dSE_B15_mean,dSE_B16_mean,dSE_B17_mean,dSE_B18_mean,dSE_B19_mean,dSE_B20_mean,dSE_B21_mean,dSE_B22_mean,dSE_B23_mean,dSE_B24_mean,dSE_B25_mean,dSE_B26_mean,dSE_B27_mean,dSE_B28_mean,dSE_B29_mean,dSE_B30_mean,dSE_B31_mean,dSE_B32_mean,dSE_B33_mean,dSE_B34_mean,dSE_B35_mean,dSE_B36_mean,dSE_B37_mean,dSE_B38_mean,dSE_B39_mean,dSE_B40_mean,dSE_B41_mean,dSE_B42_mean,dSE_B43_mean,dSE_B44_mean,dSE_B45_mean,dSE_B46_mean,dSE_B47_mean,dSE_B48_mean,dSE_B49_mean,dSE_B50_mean,dSE_B51_mean,dSE_B52_mean,dSE_B53_mean,dSE_B54_mean,dSE_B55_mean,dSE_B56_mean,dSE_B57_mean,dSE_B58_mean,dSE_B59_mean,dSE_B60_mean,dSE_B61_mean,dSE_B62_mean,dSE_B63_mean,dSE_B64_mean,dSE_mean_across_bands,dSE_std_across_bands,R_mean,R_std,R_max,R_p50,R_p90,G_mean,G_std,G_max,G_p50,G_p90,B_mean,B_std,B_max,B_p50,B_p90,NIR_mean,NIR_std,NDVI_mean,NDVI_std,NDVI_min,NDVI_max,NDVI_p90,GNDVI_mean,GNDVI_std,GNDVI_max,GNDVI_p50,GNDVI_p90,NDWI_mean,NDWI_std,NDWI_max,NDWI_p50,NDWI_p90,VARI_mean,VARI_std,VARI_max,VARI_p50,VARI_p90,ExG_mean,ExG_std,ExG_min,ExG_max,ExG_p50,ExG_p90,brightness_mean,brightness_std,brightness_max,brightness_p50,brightness_p90,NDVI_fraction_above_0_5,NDVI_fraction_above_0_6,brightness_p90_minus_p10,NDVI_texture_contrast,NDVI_texture_homogeneity,brightness_texture_homogeneity,CHM_mean,CHM_cv,CHM_sd,CHM_max,CHM_p90,Dead_F
Plot_37,0.7490956,0.2102641,0.3478951,0.7719156,0.4346549,0.8698649,0.8976274,0.5484996,0.3526179,0.3871806,0.9628047,0.5134327,0.6312174,0.5615767,0.7758543,0.2566238,0.1990218,0.4114492,0.6902561,0.8421984,0.7562968,0.111449,0.4387472,0.3050332,0.80155,0.636605,0.6593461,0.5316466,0.340726,0.4716386,0.5044766,0.95967,0.4861534,0.6402866,0.5978996,0.5290931,0.4554247,0.2162857,0.7029916,0.6196741,0.2628737,0.2699553,0.5380969,0.9219533,0.5533423,0.5161931,0.9059856,0.446513,0.5651194,0.6438479,0.622331,0.3084334,0.4500237,0.5031526,0.6374192,0.5711699,0.4426261,0.6144452,0.5145816,0.1913317,0.6463349,0.8471551,0.8277016,0.4164605,0.7370227,0.40672,0.5891424,0.3620923,0.5549174,0.6598624,0.4000942,0.5820607,0.6091671,0.5951089,0.812669,0.7067567,0.3154623,0.2204223,0.4282861,0.6615057,0.2957721,0.575862,0.7288416,0.3821594,0.1770947,0.606172,0.6766507,0.4724978,0.3832495,0.3671723,0.5097859,0.3056353,0.3766675,0.8169417,0.2836629,0.5486804,0.4414962,0.3534854,0.4686838,0.5568798,0.3876486,0.7545591,0.6438563,0.5188699,0.5169677,0.3645592,0.3497399,0.2345582,0.607262,0.6237328,0.7467209,0.6226975,0.5503164,0.3220496,0.5685094,0.7837372,0.4803268,0.4312078,0.4529211,0.4449805,0.5092526,0.4665789,0.6747331,0.3379565,0.5704878,0.6097123,0.6364803,0.4383115,0.8189031,0.6672961,0.3936291,0.4331022,0.5687092,0.2851714,131.7009298,39.9324026,235,123.0933314,190.2253182,149.3060838,36.6266492,245,141.9795072,203.9519441,152.6219157,29.9865394,241,147.9572287,193.2840673,253.2139409,21.1928844,0.3041966,0.126038,0.0261569,0.5838835,0.4627996,0.267053,0.1043997,0.5088757,0.2847406,0.3525032,-0.267053,0.1043997,-0.02,-0.2847406,-0.11102,0.1725632,0.1151438,0.7500000,0.1557245,0.3248871,11.6996927,11.8026951,-17,59,12.8610229,29.8247812,171.7161394,27.4896797,246,166.7581258,210.127831,0.0573791,0,65.2737942,0.0977383,0.4674838,0.5801251,19.7486092,0.5865216,8.070679,27.6765696,26.1684249,0.201024
Plot_38,0.8647548,0.3114615,0.696979,0.5007491,0.5699002,0.7373245,0.7623552,0.8414172,0.2325264,0.5613486,0.4489051,0.3026094,0.7158404,0.9723506,0.7759441,0.2850058,0.1178692,0.7090992,0.9354228,0.4837026,0.7968929,0.5134146,0.3365337,0.2008493,0.6823302,0.6049666,0.4769215,0.5933298,0.37629,0.3930704,0.8023855,0.6999825,0.0732626,0.6906057,0.4639552,0.5492046,0.4257244,0.4217454,0.5600996,0.6977735,0.5138838,0.5473472,0.4589498,0.7768419,0.5269264,0.6122455,0.4795726,0.6301883,0.4619239,0.2573175,0.6019625,0.6880518,0.9060002,0.1527298,0.3844477,0.8293155,0.364853,0.9218986,0.3374695,0.5844227,0.9033016,0.6818747,0.5020432,0.3639465,0.7398754,0.4638953,1,0.7759445,0.4841669,0.6751433,0.3714151,0.4804783,0.5935009,0.61186,0.8639555,0.6232622,0.1153069,0.3035723,0.2386529,0.5995265,0.5613793,0.5732749,0.7450827,0.3805079,0.1845003,0.6004596,0.5691666,0.431998,0.4055075,0.3199276,0.3561423,0.3354745,0.4631202,0.824145,0.4398007,0.3963801,0.4472465,0.4455188,0.6009696,0.4827288,0.3843613,0.6369298,0.5804612,0.5195538,0.5171272,0.4310641,0.3687189,0.2491622,0.5819192,0.6219306,0.6983831,0.4612198,0.5551476,0.4128421,0.3769783,0.9655277,0.4926876,0.2813864,0.3743694,0.5756949,0.6028493,0.3878801,0.6674118,0.2454946,0.5576758,0.5635514,0.5380894,0.3350297,0.7830235,0.6711295,0.4467298,0.5290832,0.4681561,0.3797309,114.5837007,29.8520085,180,108.1346388,158.3250414,138.3821043,32.0551615,216,130.9704374,186.9306751,141.3221889,28.7262455,222,135.9382987,183.4097922,253.2453661,20.973791,0.3501688,0.1012632,0.1460674,0.588832,0.4759214,0.3006075,0.0954789,0.4912281,0.3213962,0.3536836,-0.3006075,0.0954789,-0.0828025,-0.3213962,-0.1537148,0.233149,0.0868341,0.7500000,0.2167642,0.3574483,17.1225501,12.8504557,-17,71,20.7995132,37.7472314,161.8911616,23.2224825,221,156.7606152,195.6844075,0.1063536,0,55.2843252,0.5692677,0.1235353,0.405663,19.5731426,0.3281999,2.8467299,22.6858937,21.9398355,0.1424702
Plot_39,0.5628374,0.3207792,0.7698884,0.6871405,0.5945638,0.4773932,0.7205295,0.3864241,0.6661422,0.5102879,0.9172593,0.2303705,0.5092658,0.3594056,0.5124266,0.524225,0.5766746,0.3961539,0.6345262,0.4890322,0.7509207,0.3812686,0.7186211,0.2191056,0.6732977,0.7648058,0.3527069,0.7560764,0.6932552,0.2868636,0.6497754,0.5734174,0.6102223,0.4224262,0.4910368,0.4094317,0.6350893,0.5016005,0.6124855,0.7509519,0.5400751,0.3521036,0.3567895,0.8465129,0.3987153,0.2401167,0.4474103,0.3147219,0.6642266,0.7122644,0.8282667,0.5251012,0.3794231,0.7032903,0.5480246,0.9546524,0.5387676,0.535649,0.5707555,0.4391952,0.370932,0.8813893,0.8885846,0.5710276,0.7377417,0.6241985,0.5929951,0.513879,0.3510409,0.4963255,0.4713111,0.3137344,0.6916596,0.1461671,0.2462713,0.3246379,0.4839938,0.4830985,0.5428165,0.1278251,0.3217791,0.283295,0.5800175,0.7829934,0.7796995,0.2344933,0.6064246,0.4142811,0.2343633,0.3650153,0.5994734,0.5227932,0.4497383,0.5891237,0.4821036,0.7858119,0.7227793,0.481521,0.6947602,0.1957527,0.6565877,0.63291,0.6083433,0.6145019,0.5144355,0.4326655,0.5434174,0.6667579,0.3475361,0.4018735,0.5208428,0.286012,0.5457671,0.5890465,0.1368873,0.6019801,0.6149834,0.720631,0.578511,0.0438969,0.5809235,0.7690543,0.8662233,0.5353333,0.4090982,0.7322535,0.4788026,1,0.5168732,0.9998788,0.787211,0.4824409,0.5914559,0.2985169,56.8313252,42.6415086,231,38.9690774,121.9253476,67.640046,38.5941641,217,53.0067897,128.0159219,68.4739376,33.4244728,220,56.014171,117.9058828,252.9539678,22.7740955,0.6676043,0.1970138,0.053719,0.9101016,0.8610918,0.5979284,0.1693794,0.8085106,0.6558091,0.7843974,-0.5979284,0.1693794,-0.0805085,-0.6558091,-0.3316229,0.6747192,2.0102794,18.0000000,0.3181862,1.6249298,10.8328252,11.3554521,-30,42,8.0460459,26.0580535,111.4730227,30.151351,229,100.7469883,155.957647,0.7700028,0.6819017,68.4921165,0.2081061,0.9682107,0.6643598,13.1790233,0.8891479,5.1913095,21.4555718,18.94732,0.3771557
Plot_40,0.8817174,0.4516564,0.8717296,0.7444766,0.850455,0.2939723,0.7912327,0.3645339,0.4571202,0.6981074,0.7498886,0.8357356,0.1243276,0.2554163,0.2407624,0.647148,0.6911694,0.3543741,0.2696471,0.9848053,0.6190577,0.5693089,0.5531135,0.2190285,0.5400952,0.375648,0.3324871,0.9142851,0.5725734,0.0685804,0.2563503,0.4276783,0.4614056,0.3319295,0.4015043,0.6254675,1,0.0913836,0.3124206,0.6899771,0.5252485,0.7561957,0.1068387,0.6544941,0.377452,0.5038548,0.7194978,0,0.2958306,0.627473,0.7483591,0.4252176,0.5290875,0.5306194,0.2692209,0.5728224,0.424436,0.3239863,0.7341694,0.3534252,0.1984421,0.5080508,0.6310918,0.4501205,0.3058193,0.9330452,0,0.3478635,0.9976071,0.6757571,0.4131186,0.4417448,0.6623682,0.4180333,0.6350414,0.3833489,0.174605,0.5590774,0.4839854,0.485614,0.0678061,0.3922245,0.4186741,0.535677,0.3376257,0.3554498,0.6218036,0.5466201,0.3546648,0.3481306,0,0.3485187,0.6087806,0.5827903,0.3066942,0.7411778,0.5182663,0.3587456,0.5295052,0.8899451,0.6140127,0.6500883,0.6332537,0.6115599,0.6951323,0.3866176,0.3826197,0.5191131,0.2642831,0.4173143,0.339458,0.5117891,0.4619547,0.5618586,0.5602391,0.5320727,0.3857669,0.6572739,0.4504719,0.2022934,0.7815892,0.7428901,0.4184132,0.7000246,0.8260926,0.7267009,0.62108,0.7580196,0.6761513,0.7630293,0.6167188,0.7255714,0.636913,0.1765748,89.1266229,37.1557979,217,88.0157351,140.0379873,99.203472,37.669456,217,98.996545,151.9918981,103.3527561,36.5931596,232,102.992789,154.047892,253.374183,20.2839329,0.4918131,0.1548199,0.0782241,0.8888944,0.7080782,0.4525743,0.1480548,0.8149466,0.4406958,0.6543356,-0.4525743,0.1480548,-0.0805085,-0.4406958,-0.2530559,0.1748446,0.2061651,3.2000000,0.1214931,0.3830144,5.4909694,11.365334,-27,44,4.9765693,20.9704592,136.2651727,28.7979706,231,136.2515775,175.5215515,0.4666775,0.2612598,73.2540116,0.4338472,0.3529767,0.2016576,12.0678503,0.7073883,5.1639684,20.2129721,12.8362722,0.3110178
Plot_41,0.1266342,0.3608789,0.5604952,1,0.4246295,0.333119,0.5282591,0.2156037,0.8516723,0.4150372,0.8555589,0.6856031,0.493169,0.2382834,0.3547424,0.7719116,0.8462741,0.3209523,0.1434052,0.334768,0.4406266,0.2077465,0.5889764,0.4001899,0.5468675,0.9142997,0.3843073,0.7938923,0.5157997,0.3339918,0.3473427,0.8692563,0.824203,0.5430189,0.7485317,0.2265739,0.7087176,0.7435103,0.5196477,0.8064918,0.6053687,0.2872947,0.4127053,0.5982596,0.5476572,0.2041396,0.4532427,0.3653785,0.4922112,0.8509662,0.8429765,0.4841096,0.287564,0.9771208,0.7054326,0.482461,0.7105445,0.2872359,0.7817003,0.3085007,0.132567,0.9368494,0.9496156,0.8071481,0.7183947,0.6154282,0.6884415,0.5327289,0.6564139,0.1801374,0.4953364,0.5462686,0.5790925,0.439035,0.2270153,0.4540366,0.3479768,0.5141951,0.2667833,0.6444202,0.3778157,0.7237154,0.6544587,0.6677785,0.4459155,0.5725491,0.7773998,0.308291,0.4276286,0.665193,0.314983,0.2116322,0.2759911,0.6178908,0.4592674,0.6598971,0.4452494,0.2249907,0.7509837,0.631602,0.5520154,0.605757,0.6661845,0.4427589,0.6552833,0.5574436,0.2469295,0.9200761,0.1736484,0.615285,0.3347598,0.4859062,0.2746026,0.44785,0.707145,0.5754022,0.3587058,0.3045325,0.7559667,0.3301569,0.419668,0.6447411,0.6169194,0.8767366,0.8751913,0.5650552,0.504312,0.892392,0.7048318,0.7915371,0.6528905,0.6488088,0.787161,0.1153622,97.9566531,37.8753251,178,90.0725895,154.1752437,101.4981061,40.8470575,194,93.9840615,162.962624,94.8627001,38.0070637,196,85.9667342,154.2209364,253.0011281,22.4310447,0.4385241,0.1477328,0.1643836,0.7647312,0.635118,0.4449938,0.1577479,0.7586207,0.4614004,0.6186443,-0.4449938,0.1577479,-0.1358575,-0.4614004,-0.2200249,0.0253276,0.0605394,0.3035714,0.0336976,0.0887723,8.1627466,13.1651508,-30,52,9.891909,26.8637217,136.8338638,29.9425425,206,131.2553367,181.5994219,0.4380682,0.1704594,77.7685062,0.671236,0.3400692,0.2951624,9.2761873,0.6546019,4.1712743,16.9061995,14.1584193,0.2304259
Plot_42,0.4793873,0.4137062,0.7559437,0.7841892,0.5182055,0.339383,0.6322193,0.3522309,0.7670121,0.6072672,0.7169822,0.4403174,0.4946619,0.2932146,0.436619,0.670084,0.6722787,0.5103959,0.61301,0.2197486,0.7557889,0.6055424,0.5670135,0.3717076,0.682238,0.739954,0.3044132,0.9107953,0.593222,0.1174978,0.6758528,0.6737099,0.5041591,0.4410221,0.7930765,0.1944662,0.6672488,0.6004456,0.5852636,0.7703594,0.4970249,0.2976407,0.3884262,0.8129154,0.3698553,0.3344341,0.2852022,0.3758699,0.6336652,0.8012998,0.6978823,0.4923677,0.4288632,0.8645394,0.5758997,0.7213155,0.6300884,0.5214174,0.5497969,0.6121843,0.1350044,0.8548097,0.8553549,0.8239364,0.8098331,0.4097657,0.7082093,0.3623507,0.6475233,0.2865245,0.3365526,0.5405783,0.6057465,0.5160122,0.3637157,0.4709121,0.4237762,0.553584,0.3440904,0.6147254,0.3970015,0.5926066,0.7581866,0.5547104,0.5829861,0.4464872,0.7531298,0.5446672,0.4985867,0.4584609,0.5109036,0.3269555,0.4905258,0.5573612,0.4964904,0.6275719,0.4589186,0.4592997,0.5386158,0.446617,0.4939232,0.532981,0.5574951,0.4194982,0.7111297,0.5841382,0.4654433,0.980025,0.0468322,0.3765488,0.5394052,0.5489149,0.2976955,0.6001283,0.5184922,0.6152793,0.4070079,0.6291837,0.7257771,0.2810131,0.5529568,0.7838473,0.7093277,0.7669931,0.6170137,0.6778277,0.6010727,0.7563124,0.4937575,0.9020518,0.5387963,0.7480098,0.952377,0.0996036,84.5368298,38.6449348,180,75.0766823,146.1851244,92.233866,41.2892337,193,82.9831629,156.9605166,88.8161536,37.9926744,199,78.9648586,148.2333934,253.3618912,20.3120926,0.4978776,0.1606217,0.1564626,0.7895004,0.6894518,0.4857389,0.1668752,0.7647059,0.5045118,0.6607158,-0.4857389,0.1668752,-0.1383929,-0.5045118,-0.2377893,0.0885907,0.065104,0.4642857,0.0818074,0.1725878,8.9870758,15.4976495,-43,76,10.8858146,30.856038,129.7416398,29.7365626,208,122.7552982,177.1050276,0.57169,0.3522285,78.2695496,0.683417,0.4114619,0.3709438,12.8828388,0.4864911,4.2255501,20.3570469,17.8693478,0.2246243
Plot_43,0.5600782,0.4892009,0.7634431,0.7888332,0.5776619,0.3895639,0.7066822,0.2894971,0.7565867,0.6008634,0.7629045,0.4586834,0.4893238,0.2999667,0.4019789,0.6357276,0.7024406,0.4290552,0.5946659,0.2855166,0.6769674,0.5377075,0.6199497,0.3702039,0.6538962,0.7067985,0.2679417,0.9106357,0.5347433,0.0916838,0.665984,0.7365232,0.5868224,0.4294245,0.8740435,0.2393581,0.6633154,0.612038,0.4890971,0.7937446,0.4800558,0.2895612,0.408907,0.8361233,0.4461571,0.3082477,0.2445809,0.2664752,0.6517522,0.8120407,0.6631554,0.5173657,0.4364787,0.9563604,0.537953,0.6618939,0.6437824,0.4990347,0.5542039,0.5392999,0.0406824,0.8927792,0.8435111,0.8285007,0.8013559,0.4799725,0.5020892,0.3409428,0.7231395,0.349627,0.3321359,0.6221274,0.6291432,0.4980221,0.483297,0.458544,0.3688423,0.5796151,0.3041485,0.6475852,0.445997,0.559529,0.7467823,0.5021644,0.5343468,0.5143138,0.7505168,0.6017236,0.5032811,0.4793348,0.4831851,0.3516469,0.4730684,0.6019905,0.5018486,0.5697587,0.4428694,0.4146804,0.6008024,0.4852231,0.5828876,0.5322118,0.6296951,0.4167201,0.7216972,0.6135285,0.4213114,0.9268027,0.0099296,0.3921491,0.4877318,0.6002657,0.3202087,0.6445981,0.494304,0.6569502,0.4822786,0.6353354,0.6226688,0.2313347,0.5405804,0.8213621,0.7258146,0.6529003,0.6579959,0.6467638,0.4685906,0.709467,0.4795451,0.7842827,0.562432,0.8122111,0.9904978,0.1179397,91.5253561,41.0164551,195,82.0896299,155.2163822,99.5899248,43.2099698,215,90.98032,164.95385,90.7162454,40.0467593,215,80.958925,152.2728013,253.3634675,20.2921698,0.4654056,0.1652889,0.1159737,0.783248,0.6697668,0.4559207,0.1691429,0.7525773,0.4698423,0.6328154,-0.4559207,0.1691429,-0.0851064,-0.4698423,-0.2141983,0.084188,0.0604761,0.4230769,0.0769104,0.1643824,14.4513226,15.0060787,-28,66,16.8665347,36.8317303,133.8039554,31.1457007,220,126.7563495,181.6227613,0.5125485,0.291994,81.2728505,0.6260878,0.3743761,0.3381639,10.7431509,0.5306602,3.8884088,18.4488364,15.4914267,0.2062709
Plot_44,0.4820922,0.4131401,0.9105204,0.574416,0.5025623,0.4111567,0.3679984,0.4323565,0.7948901,0.3465488,0.8861087,0.3468175,0.5541049,0.3071132,0.4723544,0.5197016,0.890083,0.4104774,0.4112243,0.3985711,0.5663972,0.4217808,0.5916652,0.5617998,0.5850464,0.677012,0.2854293,0.8178634,0.4336582,0.4633397,0.5373095,0.4901685,0.674297,0.658233,0.7018809,0.2112988,0.7684053,0.8598997,0.48821,0.9885832,0.5137736,0.2314662,0.561531,0.7673526,0.4083461,0.1948308,0.2419423,0.3452547,0.9801546,0.9900492,0.5725026,0.6136006,0.4090515,0.8351175,0.6900753,0.4980204,0.748422,0.3901712,0.6529448,0.5818364,0.2318443,0.8603366,0.7730382,0.8509621,0.815313,0.2827847,0.6505245,0.2135615,0.5743002,0.316042,0.5199929,0.4004865,0.4640671,0.6259844,0.1581116,0.4476358,0.4063714,0.3855049,0.3123185,0.5150095,0.4133733,0.7745163,0.9543772,0.4545227,0.5055015,0.5174655,0.7044577,0.4771676,0.4688823,0.8947259,0.2645671,0.268416,0.286749,0.4357921,0.568183,0.667901,0.4951795,0.3913588,0.7900368,0.6301804,0.5609589,0.6160521,0.5078944,0.5038253,0.6082865,0.5043984,0.3898702,0.8105483,0.315302,0.5315386,0.4194369,0.4918584,0.4910865,0.6403934,0.8545971,0.6285613,0.5761554,0.5974335,0.6915053,0.1614978,0.4286953,0.6955019,0.7740457,0.7857098,0.8221299,0.6043388,0.5542137,0.8565277,0.7846632,0.9998788,0.8436428,0.4822804,0.8995387,0.1494288,85.8921243,40.5365155,231,75.7375792,145.3664706,100.4197939,42.526353,221,92.0576197,162.1351193,100.3518639,41.44241,228,92.1202603,160.2012853,253.0769491,22.267246,0.5802314,0.1684802,0.0920771,0.8148551,0.7727269,0.4505762,0.1621018,0.7586207,0.469443,0.7586207,-0.4505762,0.1621018,-0.0714286,-0.469443,-0.2203517,0.2303136,0.1986443,3.0000000,0.1833703,0.4681546,21.8768848,12.0586529,-20,54,14.3907633,30.4926643,134.9199379,35.2250845,229,128.4819622,180.6405764,0.5634832,0.506197,79.1830976,0.2275471,0.7093936,0.3744817,13.6999998,0.8839907,3.6703129,24.559055,14.9147895,0.7053078
Plot_45,0.6246592,0.6223616,0.7685627,0.8278313,0.6195621,0.1884862,0.667472,0.1882927,0.7779584,0.52051,0.8035734,0.6212325,0.271404,0.2491775,0.2467961,0.823344,0.7881377,0.1722511,0.3593495,0.4245003,0.7105222,0.4620666,0.7286417,0.3204887,0.450254,0.7000416,0.3492674,0.7684024,0.6006977,0.1845213,0.3508318,0.5557845,0.7748426,0.3197924,0.7740646,0.4159366,0.8137335,0.6616516,0.3631319,0.5956888,0.5402465,0.4632068,0.2522371,0.6544941,0.5048808,0.1218202,0.3600257,0.1852521,0.6006397,0.7735529,0.7560082,0.5524919,0.1761221,0.9541002,0.4949284,0.5491853,0.7913152,0.2772275,0.743007,0.354324,0.0856273,0.8217131,0.7207506,0.8532843,0.5693866,0.7632475,0.3490496,0.1190507,0.6222116,0.5439089,0.4544098,0.3420619,0.5508694,0.3310153,0.368611,0.5061644,0.54482,0.4439346,0.2665593,0.4155145,0.3666267,0.6314711,0.6504404,0.5716419,0.2829598,0.4968593,0.8710074,0.0903675,0.4782711,0.8289382,0.3065173,0.2130958,0.3887871,0.422386,0.5341763,0.8986055,0.4926334,0.2233778,0.944593,0.4075951,0.5417759,0.566953,0.8528252,0.6044792,0.6420957,0.6769718,0.5116713,0.8881474,0.2827838,0.4646223,0.4526421,0.5038559,0.4191185,0.6864904,0.2395633,0.6521342,0.441553,0.5208361,0.6818877,0.3145915,0.5290327,0.7626095,0.6069133,0.9998788,0.9069141,0.7733906,0.4310441,0.8992954,0.4494773,0.9387225,0.4894988,0.7376306,1,0.2473677,82.448601,41.6249496,214,71.0730652,144.176392,94.5903184,41.8828147,228,81.9839571,155.9623791,93.0111865,37.8044555,236,82.9665162,147.2223842,253.2384768,21.0632712,0.5113574,0.1761997,0.0759494,0.8345579,0.7251462,0.4756,0.1657564,0.7586207,0.5045076,0.6400814,-0.4756,0.1657564,-0.0559006,-0.5045076,-0.2408046,0.2563591,0.4179214,14.0000000,0.1546289,0.5715943,11.6935389,13.8820118,-26,65,11.8912007,32.8628287,130.8263903,30.5265758,235,122.0050185,175.1000734,0.5706964,0.411677,75.0186275,0.4469736,0.4262702,0.3423054,10.8100004,0.921007,3.9447059,15.6721426,10.8966917,0.2297516
Plot_46,0.7049473,0.5313783,0.9207865,0.5790954,0.6249167,0.197608,0.683582,0.111348,0.8420037,0.5737876,0.8063369,0.5733711,0.2680116,0.3640233,0.2849291,0.7816805,0.612056,0.4519127,0.6383358,0.4765338,0.7776124,0.7562979,0.6093205,0.3309492,0.5077349,0.4267901,0.2481967,0.9505355,0.739822,0.0325956,0.6798759,0.48443,0.4399356,0.4202881,0.8098347,0.4233879,0.7028423,0.5838208,0.5106209,0.9540407,0.4164938,0.4474261,0.277426,0.7659775,0.4512969,0.3196931,0.1821223,0.2253538,0.6729731,0.8014262,0.800777,0.3997448,0.5173529,0.7871706,0.3903533,0.5389186,0.5152822,0.5312776,0.6177123,0.5857519,0.0312332,0.8538192,0.68946,0.7315019,0.5614434,0.8798139,0.4246088,0.1090534,0.5137347,0.4126575,0.3227091,0.2990402,0.5010722,0.4065851,0.2177866,0.5660073,0.5250374,0.4386153,0.3817978,0.4434149,0.3887303,0.7339496,0.9380667,0.5133742,0.4027899,0.5038184,0.7389697,0.1367562,0.5385889,0.6362693,0.4936856,0.3825093,0.4560454,0.3717894,0.4715583,0.5965214,0.4856398,0.5385715,0.7251198,0.289044,0.5725841,0.6172355,0.7198378,0.5255177,0.7089211,0.7448643,0.4651091,0.8996641,0.1019067,0.3066916,0.5612497,0.5452474,0.3525403,0.6624364,0.5029595,0.6328352,0.5656663,0.4913094,0.723475,0.3015825,0.5325434,0.6966851,0.7279039,0.8773323,0.7804655,0.7669332,0.530607,0.8748965,0.6253014,0.9998788,0.5116561,0.6669235,0.8867768,0.2730302,77.7536341,41.0831928,215,64.8035605,139.525761,88.4780072,42.1390334,206,76.0431322,153.1011458,87.8187435,39.0489167,212,75.0900229,146.4021087,253.0802846,22.1963488,0.6018366,0.1765073,0.1184211,0.8477576,0.7881621,0.5020697,0.1688083,0.7708333,0.5405627,0.7708333,-0.5020697,0.1688083,-0.1062907,-0.5405627,-0.2501917,0.2352278,0.43744,16.0000000,0.1529689,0.4795543,16.8341649,14.2925864,-20,59,10.2925124,30.3687921,126.7712555,33.802691,218,116.9861086,173.7309474,0.6292672,0.5824516,76.1999191,0.43775,0.5948549,0.3966076,12.4899998,1.1242692,4.4176168,15.1658606,14.8147511,0.6117783
